area-name,duoarea,period,process,process-name,product,product-name,series,series-description,units,value
COLORADO,SCO,2014,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SCO_1,Colorado Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,86
COLORADO,SCO,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SCO_1,Colorado Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,0
USA-MT,SMT,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SMT_1,Montana Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,0
NA,RTX05,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09RTX05_1,Texas - RRC District 5 Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,0
NA,RUSF,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09R48F_1,U.S. Federal Offshore Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,6
NA,RLAN,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09RLAN_1,Louisiana - North Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,0
NA,RLASF,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09RLASF_1,Louisiana State Offshore Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,0
NA,RLAN,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RLAN_1,Louisiana - North Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
NA,RTX05,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RTX05_1,Texas - RRC District 5 Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
NA,RTXSF,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RTXSF_1,Texas State Offshore Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
NA,RUSF,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08R48F_1,U.S. Federal Offshore Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,132
USA-UT,SUT,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08SUT_1,Utah Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
NA,RTX07C,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RTX07C_1,Texas - RRC District 7C Crude Oil Reserves Extensions (Million Barrels),MMBBL,309
NA,R44F,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07R44F_1,Gulf of America Federal Offshore  (Western) Crude Oil Reserves Extensions (Million Barrels),MMBBL,5
NA,RTX08A,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RTX08A_1,Texas - RRC District 8A Crude Oil Reserves Extensions (Million Barrels),MMBBL,7
NA,RUSF,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06R48F_1,U.S. Federal Offshore Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,68
COLORADO,SCO,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SCO_1,Colorado Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,1
U.S.,NUS,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06NUS_1,U.S. Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,2420
USA-MI,SMI,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SMI_1,Michigan Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
USA-AR,SAR,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SAR_1,Arkansas Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,11
NA,RNMWEST,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RNMWEST_1,New Mexico - West Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,4
NA,RTX06,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RTX06_1,Texas - RRC District 6 Crude Oil Reserves Divestitures (Million Barrels),MMBBL,73
USA-IL,SIL,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SIL_1,Illinois Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
CALIFORNIA,SCA,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SCA_1,California Crude Oil Reserves Divestitures (Million Barrels),MMBBL,537
USA-WV,SWV,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SWV_1,West Virginia Crude Oil Reserves Divestitures (Million Barrels),MMBBL,1
USA-ND,SND,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SND_1,North Dakota Crude Oil Reserves Divestitures (Million Barrels),MMBBL,567
NA,RLASF,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RLASF_1,Louisiana State Offshore Crude Oil Reserves Divestitures (Million Barrels),MMBBL,7
NA,RNMEAST,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RNMEAST_1,New Mexico - East Crude Oil Reserves Divestitures (Million Barrels),MMBBL,5
NA,RCAL,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RCAL_1,California - Los Angeles Basin Onshore Crude Oil Reserves Divestitures (Million Barrels),MMBBL,21
NA,R44F,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05R44F_1,Gulf of America Federal Offshore  (Western) Crude Oil Reserves Divestitures (Million Barrels),MMBBL,5
OHIO,SOH,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SOH_1,Ohio Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
COLORADO,SCO,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SCO_1,Colorado Crude Oil Reserves Divestitures (Million Barrels),MMBBL,7
NA,RTXSF,2014,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RTXSF_1,Texas State Offshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,1
NA,RLASF,2014,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RLASF_1,Louisiana State Offshore Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,4
USA-UT,SUT,2014,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SUT_1,Utah Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,292
OHIO,SOH,2014,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SOH_1,Ohio Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,8
CALIFORNIA,SCA,2014,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SCA_1,California Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,246
NA,RTX05,2014,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04RTX05_1,Texas - RRC District 5 Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,6
USA-AL,SAL,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SAL_1,Alabama Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,16
USA-NE,SNE,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SNE_1,Nebraska Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,7
NA,RCAC,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RCAC_1,California - Coastal Region Onshore Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,37
USA-AR,SAR,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SAR_1,Arkansas Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,2
OHIO,SOH,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SOH_1,Ohio Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,5
CALIFORNIA,SCA,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SCA_1,California Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,377
USA-UT,SUT,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SUT_1,Utah Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-7
NA,RNMEAST,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RNMEAST_1,New Mexico - East Crude Oil Reserves Adjustments (Million Barrels),MMBBL,28
NA,R48,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02R48_1,Lower 48 States Crude Oil Reserves Adjustments (Million Barrels),MMBBL,515
NA,RCAJ,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RCAJ_1,California - San Joaquin Basin Onshore Crude Oil Reserves Adjustments (Million Barrels),MMBBL,5
USA-PA,SPA,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SPA_1,Pennsylvania Crude Oil Reserves Adjustments (Million Barrels),MMBBL,8
NA,RLAN,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RLAN_1,Louisiana - North Crude Oil Reserves Adjustments (Million Barrels),MMBBL,12
USA-NM,SNM,2014,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SNM_1,New Mexico Crude Oil Proved Reserves (Million Barrels),MMBBL,1476
NA,RLASO,2014,R01,Proved Reserves,EPC0,Crude Oil,RCRR01RLASO_1,Louisiana - South Onshore Crude Oil Proved Reserves (Million Barrels),MMBBL,349
NA,RCAL,2014,R01,Proved Reserves,EPC0,Crude Oil,RCRR01RCAL_1,California - Los Angeles Basin Onshore Crude Oil Proved Reserves (Million Barrels),MMBBL,232
NA,RTX02,2014,R01,Proved Reserves,EPC0,Crude Oil,RCRR01RTX02_1,Texas - RRC District 2 Onshore Crude Oil Proved Reserves (Million Barrels),MMBBL,1404
USA-OK,SOK,2014,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SOK_1,Oklahoma Crude Oil Proved Reserves (Million Barrels),MMBBL,1241
NA,RTXSF,2014,R01,Proved Reserves,EPC0,Crude Oil,RCRR01RTXSF_1,Texas State Offshore Crude Oil Proved Reserves (Million Barrels),MMBBL,1
NA,RNMWEST,2014,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RNMWEST_1,New Mexico - West Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,5
USA-MS,SMS,2014,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SMS_1,Mississippi Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,23
NA,RTX04,2014,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RTX04_1,Texas - RRC District 4 Onshore Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,4
NA,RCASF,2014,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RCASF_1,California State Offshore Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,14
USA-NM,SNM,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SNM_1,New Mexico Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,1
USA-MS,SMS,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SMS_1,Mississippi Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,1
USA-MI,SMI,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SMI_1,Michigan Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,1
USA-WV,SWV,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SWV_1,West Virginia Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,0
USA-NE,SNE,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09SNE_1,Nebraska Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,0
NA,R44F,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09R44F_1,Gulf of America Federal Offshore  (Western) Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,0
NA,R1901F,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09R1901F_1,Gulf of America Federal Offshore  (Central & Eastern) Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,6
NA,R5F,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08R5F_1,California Federal Offshore Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
NA,RCASF,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RCASF_1,California State Offshore Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
USA-NE,SNE,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08SNE_1,Nebraska Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
USA-NM,SNM,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08SNM_1,New Mexico Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,1
NA,R44F,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08R44F_1,Gulf of America Federal Offshore  (Western) Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
U.S.,NUS,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08NUS_1,U.S. Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,151
NA,R1901F,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08R1901F_1,Gulf of America Federal Offshore  (Central & Eastern) Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,132
USA-WV,SWV,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SWV_1,West Virginia Crude Oil Reserves Extensions (Million Barrels),MMBBL,0
USA-ND,SND,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SND_1,North Dakota Crude Oil Reserves Extensions (Million Barrels),MMBBL,1234
NA,RTX03,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RTX03_1,Texas - RRC District 3 Onshore Crude Oil Reserves Extensions (Million Barrels),MMBBL,111
USA-LA,SLA,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SLA_1,Louisiana Crude Oil Reserves Extensions (Million Barrels),MMBBL,46
NA,RTX05,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RTX05_1,Texas - RRC District 5 Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,19
USA-NE,SNE,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SNE_1,Nebraska Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
USA-IL,SIL,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SIL_1,Illinois Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,0
NA,RNMEAST,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RNMEAST_1,New Mexico - East Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,21
USA-WY,SWY,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SWY_1,Wyoming Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,87
NA,R1901F,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06R1901F_1,Gulf of America Federal Offshore  (Central & Eastern) Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,65
NA,RTX09,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RTX09_1,Texas - RRC District 9 Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,4
USA-LA,SLA,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SLA_1,Louisiana Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,53
NA,R48,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06R48_1,Lower 48 States Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,2234
NA,RTX07C,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RTX07C_1,Texas - RRC District 7C Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,152
USA-OK,SOK,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SOK_1,Oklahoma Crude Oil Reserves Divestitures (Million Barrels),MMBBL,24
USA-MS,SMS,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SMS_1,Mississippi Crude Oil Reserves Divestitures (Million Barrels),MMBBL,1
USA-AL,SAL,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SAL_1,Alabama Crude Oil Reserves Divestitures (Million Barrels),MMBBL,2
NA,RNMWEST,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RNMWEST_1,New Mexico - West Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
USA-NE,SNE,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SNE_1,Nebraska Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
USA-KY,SKY,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SKY_1,Kentucky Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
FLORIDA,SFL,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SFL_1,Florida Crude Oil Reserves Divestitures (Million Barrels),MMBBL,20
USA-NE,SNE,2014,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SNE_1,Nebraska Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,1
COLORADO,SCO,2014,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SCO_1,Colorado Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,93
TEXAS,STX,2014,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04STX_1,Texas Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,1555
USA-KY,SKY,2014,R04,Reserves Revision Decreases,EPC0,Crude Oil,RCRR04SKY_1,Kentucky Crude Oil Reserves Revision Decreases (Million Barrels),MMBBL,1
USA-ND,SND,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SND_1,North Dakota Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,683
NA,RTXSF,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RTXSF_1,Texas State Offshore Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,1
USA-KY,SKY,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SKY_1,Kentucky Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,0
USA-AK,SAK,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SAK_1,Alaska Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,238
NA,RTX02,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RTX02_1,Texas - RRC District 2 Onshore Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,108
USA-NM,SNM,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SNM_1,New Mexico Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,272
USA-IN,SIN,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03SIN_1,Indiana Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,1
NA,RTX09,2014,R03,Reserves Revision Increases,EPC0,Crude Oil,RCRR03RTX09_1,Texas - RRC District 9 Crude Oil Reserves Revision Increases (Million Barrels),MMBBL,27
TEXAS,STX,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02STX_1,Texas Crude Oil Reserves Adjustments (Million Barrels),MMBBL,213
NA,RTX04,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02RTX04_1,Texas - RRC District 4 Onshore Crude Oil Reserves Adjustments (Million Barrels),MMBBL,0
NA,R44F,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02R44F_1,Gulf of America Federal Offshore  (Western) Crude Oil Reserves Adjustments (Million Barrels),MMBBL,8
USA-AK,SAK,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SAK_1,Alaska Crude Oil Reserves Adjustments (Million Barrels),MMBBL,1
USA-WV,SWV,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SWV_1,West Virginia Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-2
NA,R5F,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02R5F_1,California Federal Offshore Crude Oil Reserves Adjustments (Million Barrels),MMBBL,0
USA-NE,SNE,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SNE_1,Nebraska Crude Oil Reserves Adjustments (Million Barrels),MMBBL,1
FLORIDA,SFL,2014,R02,Reserves Adjustments,EPC0,Crude Oil,RCRR02SFL_1,Florida Crude Oil Reserves Adjustments (Million Barrels),MMBBL,-1
USA-MS,SMS,2014,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SMS_1,Mississippi Crude Oil Proved Reserves (Million Barrels),MMBBL,230
FLORIDA,SFL,2014,R01,Proved Reserves,EPC0,Crude Oil,RCRR01SFL_1,Florida Crude Oil Proved Reserves (Million Barrels),MMBBL,70
NA,RUSF,2014,R01,Proved Reserves,EPC0,Crude Oil,RCRR01R48F_1,U.S. Federal Offshore Crude Oil Proved Reserves (Million Barrels),MMBBL,4849
OHIO,SOH,2014,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SOH_1,Ohio Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,3
NA,RLASF,2014,R10,Production from Reserves,EPC0,Crude Oil,RCRR10RLASF_1,Louisiana State Offshore Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,9
FLORIDA,SFL,2014,R10,Production from Reserves,EPC0,Crude Oil,RCRR10SFL_1,Florida Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,4
NA,R48,2014,R10,Production from Reserves,EPC0,Crude Oil,RCRR10R48_1,Lower 48 States Crude Oil Estimated Production from Reserves (Million Barrels),MMBBL,2692
U.S.,NUS,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09NUS_1,U.S. Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,207
NA,RTX07C,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09RTX07C_1,Texas - RRC District 7C Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,0
NA,RTX02,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09RTX02_1,Texas - RRC District 2 Onshore Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,48
NA,RCAC,2014,R09,Reserves New Reservoir Discoveries in Old Fields,EPC0,Crude Oil,RCRR09RCAC_1,California - Coastal Region Onshore Crude Oil New Reservoir Discoveries in Old Fields (Million Barrels),MMBBL,0
NA,RTX08A,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RTX08A_1,Texas - RRC District 8A Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
USA-MI,SMI,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08SMI_1,Michigan Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
FLORIDA,SFL,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08SFL_1,Florida Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
USA-ND,SND,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08SND_1,North Dakota Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,3
NA,RTX07C,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RTX07C_1,Texas - RRC District 7C Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
NA,RTX01,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RTX01_1,Texas - RRC District 1 Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
NA,RNMWEST,2014,R08,Reserves New Field Discoveries,EPC0,Crude Oil,RCRR08RNMWEST_1,New Mexico - West Crude Oil Reserves New Field Discoveries (Million Barrels),MMBBL,0
NA,RTX07B,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RTX07B_1,Texas - RRC District 7B Crude Oil Reserves Extensions (Million Barrels),MMBBL,3
NA,RNMEAST,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RNMEAST_1,New Mexico - East Crude Oil Reserves Extensions (Million Barrels),MMBBL,217
NA,RTX02,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RTX02_1,Texas - RRC District 2 Onshore Crude Oil Reserves Extensions (Million Barrels),MMBBL,278
USA-MT,SMT,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SMT_1,Montana Crude Oil Reserves Extensions (Million Barrels),MMBBL,89
NA,RCAL,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RCAL_1,California - Los Angeles Basin Onshore Crude Oil Reserves Extensions (Million Barrels),MMBBL,1
NA,RNMWEST,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RNMWEST_1,New Mexico - West Crude Oil Reserves Extensions (Million Barrels),MMBBL,39
USA-OK,SOK,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07SOK_1,Oklahoma Crude Oil Reserves Extensions (Million Barrels),MMBBL,282
NA,RCAC,2014,R07,Reserves Extensions,EPC0,Crude Oil,RCRR07RCAC_1,California - Coastal Region Onshore Crude Oil Reserves Extensions (Million Barrels),MMBBL,0
NA,RLASO,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06RLASO_1,Louisiana - South Onshore Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,31
USA-UT,SUT,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SUT_1,Utah Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,18
NA,R44F,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06R44F_1,Gulf of America Federal Offshore  (Western) Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,3
CALIFORNIA,SCA,2014,R06,Reserves Acquisitions,EPC0,Crude Oil,RCRR06SCA_1,California Crude Oil Reserves Acquisitions (Million Barrels),MMBBL,543
NA,R5F,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05R5F_1,California Federal Offshore Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
USA-IN,SIN,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SIN_1,Indiana Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
USA-AK,SAK,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SAK_1,Alaska Crude Oil Reserves Divestitures (Million Barrels),MMBBL,125
NA,RTX08,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RTX08_1,Texas - RRC District 8 Crude Oil Reserves Divestitures (Million Barrels),MMBBL,230
NA,RUSF,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05R48F_1,U.S. Federal Offshore Crude Oil Reserves Divestitures (Million Barrels),MMBBL,62
TEXAS,STX,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05STX_1,Texas Crude Oil Reserves Divestitures (Million Barrels),MMBBL,688
USA-PA,SPA,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SPA_1,Pennsylvania Crude Oil Reserves Divestitures (Million Barrels),MMBBL,0
NA,RTX02,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05RTX02_1,Texas - RRC District 2 Onshore Crude Oil Reserves Divestitures (Million Barrels),MMBBL,248
USA-KS,SKS,2014,R05,Reserves Sales,EPC0,Crude Oil,RCRR05SKS_1,Kansas Crude Oil Reserves Divestitures (Million Barrels),MMBBL,14
